original_title,overview,popularity,release_year,emotions,genre_name,overview_length,word_count,excalamation_count
Beach Blanket Malibu,"An exciting look into the world of the exotic beauties that grace the sunny beaches of Southern California. ""California Dreams: Beach Blanket Malibu"" has combed the beaches of Malibu and discovered some of today's most beautiful and stunning ladies. Starring Aria Giovanni, who is one of today's hottest and most sought-after pinup and glamour models as well as a host of So-Cal's finest delights such as Zoe Paul, Nikki Fritz, Tamara Landry, Shauna O'Brien, and the world renowned Larissa McComas.",1.091,2001,uplifting,Documentary,0.0,80.0,0.0
Lesbian Tutors: Private Lessons,Private Lessons In Lesbian Sex!,0.6,2013,calm,Romance,0.0,5.0,1.0
Net Skirts 19.0,Over two hours of searching the net for fun girls!,0.6,2019,uplifting,Romance,0.0,10.0,1.0
Ostia - La notte finale,A dark story of desire and betrayal inspired by the events of the night of the brutal slaying of Italian filmmaker Pier Paolo Pasolini.,0.626,2011,intense,"Crime,Drama",0.0,24.0,0.0
Tapette,"This short film tells the story of Alexis, a 16-years-old hockey player who, after discovering he is gay, must face a heartbreaking dilemma: come out to his homophobic friends at the risk of being rejected and ridiculed, or stay in the closet even if that would mean abandoning Elliot, the only person who really loves him for what he is.",0.6,2017,dark,Drama,0.0,60.0,0.0
Pin-Up Girls 8,Simply the most realistic sex in lesbian adult video!,0.6,2013,uplifting,Romance,0.0,9.0,1.0
Unsound,A disillusioned musician's romantic spark is ignited by a young trans man as they work together to save his community nightclub for the deaf.,0.988,2020,uplifting,Drama,0.0,24.0,0.0
Flohplage,"In an art gallery, a secret agent meets a contact to exchange information about the imminent collapse of the Eastern Bloc.",0.6,2019,uplifting,Comedy,0.0,21.0,0.0
Miserere,"It is a sweltering day in Buenos Aires, Miserere square and the railway station are packed. Almost unnoticed, a group of guys prostitute themselves for little money. Their thoughts emerge, deadening the oppressive hustle and bustle of the square and the station. Miserere reveals an invisible problem: the prostitution of needy men in the big Latin American cities.",2.208,2019,dark,Documentary,0.0,58.0,0.0
Newswomen 3,Hot lesbian newswomen make themselves very newsworthy!,0.6,2013,dark,Romance,0.0,7.0,1.0
Human Touch,"Two withdrawn individuals constantly seeking human connection, role-play their first accidental encounters",0.6,2017,intense,Drama,0.0,12.0,0.0
Happy Endings Sleepover,"American CIA Field Operative, Johnnie Allen, is assigned to Denmark for his first mission. An American spy highly placed in the Kremlin is to be spirited out of Russia, and it is Johnnie's job to get him safely to Antwerp where the agent will board a freighter. Johnnie, who is a young gay man, meets and falls in love with a Danish lad named Sander, who is apparently straight. Wanting to keep his friend close to him, he makes the mistake of bringing him on the mission. What will become of their friendship if Johnnie confesses his love to Sander? And is the Russian agent all he seems to be? Set against a backdrop of European espionage, Happy Endings Sleepover is a celebration of gay youth in a world where love should never be Top-Secret.",4.597,2019,uplifting,Drama,2.0,135.0,0.0
Kiss Me,"In Hank Hoffman's first all-girl feature Kiss Me, Kristen Scott, Charlotte Stokely and Jane Wilde deliver tour deforce performances and achieve a kind of intimacy that seems more documentary than scripted. Tristan (Kristen Scott) wants so much sleep with women, but at the beginning of any kiss her mind and body cause a kind of self-sabotage and she disappears into herself. Enter LGBTQ sisters in arms Jenny (Charlotte Stokely) a vlogger, and Lily (Jane Wilde) her business partner and best friend. As the three discuss sexuality Tristan's boundaries are pushed and played with. In the end Tristan and Jenny are face to face...Kiss Me",2.669,2019,uplifting,Romance,0.0,104.0,0.0
Am I Ok?,"Lucy and Jane have been best friends for most of their lives and think they know everything there is to know about each other. But when Jane announces she's moving to London, Lucy reveals a long-held secret. As Jane tries to help Lucy, their friendship is thrown into chaos.",3.721,2022,uplifting,"Drama,Comedy",0.0,49.0,0.0
海辺のエトランゼ,"Abandoned after coming out, Shun befriends Mio just before he has to move. Years later, Mio returns with a confession. How will Shun feel?",15.206,2020,calm,"Animation,Romance,Drama",1.0,24.0,0.0
Supernova,"Sam and Tusker, partners of 20 years, are traveling across England in their old RV visiting friends, family and places from their past. Since Tusker was diagnosed with early-onset dementia two years ago, their time together is the most important thing they have.  As the trip progresses, however, their ideas for the future clash, secrets come out, and their love for each other is tested as never before. Ultimately, they must confront the question of what it means to love one another in the face of Tusker’s illness.",22.012,2020,uplifting,"Romance,Drama",0.0,88.0,0.0
Saudi Women's Driving School,"An unprecedented access to a number of Saudi women in the capital city of Riyadh as they embrace the freedom that comes from being behind the wheel.The Saudi Women’s Driving School is said to be the world's largest driving school, which caters exclusively to women since the ban on female drivers was lifted in 2017.",2.636,2019,uplifting,Documentary,0.0,55.0,0.0
Abrase,"The fading love of two men, remembered. A relationship once vivid, now dissipating into a fog of partial remembrance; the memories of heartbreak and loss that bend and change as the years go by.",0.6,2015,intense,Drama,0.0,34.0,0.0
Never Too Late,Never too late to find love with a stranger you meet out of nowhere.,0.6,2016,dark,"Romance,Drama",0.0,14.0,0.0
Room Closet: Truth or Dare,A couple of teenagers start playing truth or dare at a party.,1.188,2019,uplifting,Drama,0.0,12.0,0.0
Gold Star,Two black non-heterosexual masculine leaning men attempt to escape their sexuality.,0.6,2019,uplifting,Drama,0.0,11.0,0.0
졸업여행,"Summer vacation of the last year of high school, Yu-na and He-yoon go to Incheon, deceiving their parents to go to a rock festival. However, the concert which they want to see is postponed until the following day. They have no choice but to book tickets for tomorrow and decide to spend one more day in Incheon. The next day, the tickets that Yu-na definitely held in her hand the previous day disappear. He-yoon contacts her cousin to borrow money…",0.666,2012,uplifting,"Romance,Drama",0.0,80.0,0.0
Rock Star,,0.752,2018,calm,Romance,,,
Bad Lesbian 2: Very Troubled Girls,Good girls learn how to be bad lesbians!,0.6,2014,intense,Romance,0.0,8.0,1.0
Сибирь и он,"Meek farmhand Sasha and policeman Dima have a fraught relationship. They’re brothers-in-law, travel companions, and⁠—secretly⁠—lovers. Over the course of their journey to visit Sasha’s grandmother, unspoken truths are uttered, intimacy is built, and authenticity is challenged. Although they may be far from the peering eyes of their oppressive society, their relationship teeters on a dangerous precipice.",1.107,2019,intense,Drama,0.0,56.0,0.0
Música Para Morrer de Amor,"In present-day São Paulo, a trio of young hearts are about to break. Ricardo has both a steady boyfriend and a wandering eye for a new coworker. Isabella is taking a break from both her boyfriend and best friend Ricardo. And hopeless romantic Felipe has suddenly found himself caught between the two of them. These three have big dreams, yearning passion, and opinionated acquaintances, but they’re all unprepared for what’s to come from Cupid’s arrows.",0.6,2019,uplifting,"Drama,Romance",0.0,75.0,0.0
Pourquoi mon fils?,Boyfriends decide to come out to each of their parents with getting completely different results.,0.6,2015,uplifting,Drama,0.0,15.0,0.0
Kaleb – Apunte sobre la fugacidad del amor,A hustler meets a client in a hotel room but he realizes that the young man needs much more than sex.,0.6,2014,uplifting,Drama,0.0,21.0,0.0
Lily,"Lily, a girl with a secret on the cusp of becoming a young woman, is faced with the greatest challenge of her young life.",0.808,2016,intense,Drama,0.0,24.0,0.0
The Latent Image,"A young writer retreats to an isolated cabin to work on a mystery thriller. One night, a mysterious stranger arrives at his door needing help.",0.6,2019,intense,"Horror,Thriller",0.0,25.0,0.0
The Checkup,"This short film depicts the brutally-honest yet warm relationship that develops between a doctor and her patient on HIV antiviral drugs. Every three months, they work through a series of shockingly-intrusive questions, forming a unique bond on the front lines of what the United Nations calls the worst, most deadly epidemic in human history.",0.6,2019,calm,Comedy,0.0,54.0,0.0
Miles,Three lifelong friends involved in a love triangle embark on a road trip that will change their lives forever.,0.6,2017,intense,Drama,0.0,19.0,0.0
Die Dohnal,"Johanna Dohnal, whose political career spans three decades, was one of the very first explicitly feminist politicians in Europe. As a member of the Austrian socialist government and the first Austrian minister for Women’s Affairs from 1990 to 1994, Dohnal was responsible for founding Austria’s first women’s refuge as well as criminalizing of marital rape. Yet her legacy remains yet to be discovered and re-examined. DIE DOHNAL makes a first step, and it makes Dohnal come alive.",0.687,2021,intense,Documentary,0.0,77.0,0.0
Valentina,"A trans girl and her mother move to a new town in order to start fresh, but quickly face dilemmas when the local high school needs a second parental signature for enrollment.",0.929,2021,uplifting,Drama,0.0,32.0,0.0
Neon Boys,"Unable to find a job after spending time in prison, Shawn takes work as an erotic dancer to support his daughter and falls in love with a man for the first time.",0.761,2018,uplifting,"Drama,Romance",0.0,32.0,0.0
La tapette,Baptiste is a gay man who can't stop dreaming about a woman who works at a local pub. His desire for her makes him go on a journey that he could had never imagined.,0.6,2016,intense,Drama,0.0,34.0,0.0
Angela Loves Women 5,"Angela White and AGW Entertainment bring you the fifth installment of the multi-award winning series, Angela Loves Women. Angela White directs and stars in every scene alongside top performers Autumn Falls, Ana Foxxx, Alina Lopez and Natalie Mars. Angela Loves Women 5 presents these all-natural women in tender encounters that showcase genuine passion, chemistry and lust. This is sex as it should be: raw, intimate and real.",1.696,2019,uplifting,Romance,0.0,67.0,0.0
Lesbian PsychoDramas 32,Tainted passion turns into obsessed lust.,0.6,2019,calm,Romance,0.0,6.0,0.0
Silence,"After being discovered trying to escape, a woman must survive the night with her abusive girlfriend.",0.6,2016,uplifting,"Drama,Horror,Music",0.0,16.0,0.0
Tear Jerker,"When a trans guy is faced with difficult life circumstances, he has to find a new way to express old feelings.",0.6,2016,intense,Drama,0.0,21.0,0.0
Exit,"Events take a sinister turn one night in London, when two very different couples arrive at a double-booked apartment. Actions have consequences and not all debts are paid for with money. Leaving, it's harder than you think.",2.197,2020,intense,Horror,0.0,37.0,0.0
A Lesbian Romance 3,"Desire takes hold when Blake discovers that her new roommate, Yhivi, is exactly the kind of lover that she's always longed for. Melissa's passionate relationship hits a major roadblock when she tells her girlfriend that she wants to have a baby. A practical Blair and a free-spirited Lyra prove that when it comes to sex, opposites do attract. Rachael and Charlotte enjoy one last heated encounter before they call their relationship quits.",0.6,2016,uplifting,Romance,0.0,72.0,0.0
Wolves,"Teenager Josh lives alone with his father in a remote corner of the British countryside. Their relationship is strained, and Josh spends much of his time exploring the nearby woods, but his life takes an unexpected turn when he meets a mysterious boy, wearing nothing but his underwear, shivering with cold and unable to speak.",0.6,2016,dark,Drama,0.0,55.0,0.0
After School,Fifteen year-old Jack is forced to come face-to-face with his growing romantic feelings for his best friend Danny.,0.6,2015,uplifting,"Drama,Romance",0.0,18.0,0.0
Zwillinge,"On the eve of his wedding Daniel meets again with his true love-his identical twin brother Jan. For the last five years he's been running away from his feelings. Now, on his stag night he is being tested once more.",0.6,2010,uplifting,"Drama,Romance",0.0,40.0,0.0
Colours,"In the aggressive and often hostile world of youth grass roots football, Adam faces an ultimatum from the team captain when they discover Adam's best friend Tom is gay.",0.6,2015,intense,Drama,0.0,29.0,0.0
回家,"Gay high school couple - Ivan, a well-behaved local Taiwanese, and Eric, a rebellious international student from the US, take a road trip down the most dangerous highway in Taiwan. Their trip is cut short when Eric reveals that he must return home after graduation, forcing Ivan to confront his darkest demons.",0.6,2015,intense,Drama,0.0,52.0,0.0
Crossroads,"After the death of his wife, a father finds out his son is gay and confronts him leading to devastating consequences.",0.6,2015,uplifting,Drama,0.0,21.0,0.0
D.Asian,"4th grade is all about fitting in. For ten-year-old Daniel, that means owning the latest in Hello Kitty fashion, liking the cutest boy in class, and convincing yourself you’re Asian when everyone else thinks you’re white.",0.6,2015,uplifting,Comedy,0.0,36.0,0.0
The Danish Boys,"In a Copenhagen motel, a politician's hookup doesn't go to plan. Meanwhile at a nightclub, a mother and son are connected via song. Whereas in the suburbs, a football team prepares for the big outing - of one of its players.",1.321,2019,calm,Drama,0.0,41.0,0.0
Si la photo est bonne,"In a small town of France, Martin shares his everyday life between his family and the local brass band. At the fanfare, Francis disturbs his well-ordered life. To stop the impulses, Martin will try to go to the end of his fantasies.",0.6,2015,intense,Drama,0.0,42.0,0.0
Mevrouw Faber,"In the early eighties, the tough trucker Harm married the shy, country girl Siepie. Thirty years later Harm tells her that he wants to become a woman. That is difficult to hear for  Siepie. Not only because she will lose her husband, but also because she is afraid of gossip in their small, Frisian village. Yet she gives Harm the space to openly live as Harriette.",0.608,2019,dark,Documentary,0.0,66.0,0.0
Ung mands dans,"Mattis feels rejected by his dad and seeks attention from his male dancing teacher. But this night something is different. Mattis induces a power struggle and when the dancing teacher desperately tries to set boundaries, they both loose control.",0.6,2014,uplifting,Drama,0.0,39.0,0.0
The Thing About Harry,"Two high school enemies, uber-jock Harry and out-and-proud Sam, are forced to share a car ride to their Missouri hometown for a friend's engagement party on Valentine's Day. Things take a turn when Sam learns Harry has come out.",11.738,2020,uplifting,"Romance,TV Movie,Comedy",0.0,39.0,0.0
Libar,"Santiago and Jared , two teenagers of opposite personality spend an afternoon together looking for ways to overcome their differences. After an act that begins as a game their senses will find the space to coincide.",0.6,2015,calm,"Drama,Romance",0.0,36.0,0.0
Récit de soi,"While non-binary representations are rare, Lou talks about their relationship to gender, clothes, and other markers.",0.6,2018,calm,"Animation,Documentary",0.0,16.0,0.0
Putito,"Putito is a production with no specific genre, where reality and fiction blend through a testimony written by José Carlos Henríquez - a feminist activist and male prostitute who plays himself in the project.  Available in a censored and uncensored version.",0.6,2014,uplifting,"Documentary,Drama",0.0,41.0,0.0
Gavin Grimm vs.,"In 2016, transgender teen Gavin Grimm sued his local school board after its members refused to let him use the bathroom of his choice. He was ready to take his case all the way to the Supreme Court—and then the election happened.",0.6,2017,dark,Documentary,0.0,42.0,0.0
Socarrat,We all have secrets. We all have family. We all search for happiness. What if we share our secrets and search for happiness together?,0.6,2009,uplifting,Comedy,1.0,24.0,0.0
Without,"Oblivious to their close proximity to one another, two women reflect on a brief connection they shared six months earlier.",0.6,2014,calm,Drama,0.0,20.0,0.0
Madame,"The documentary tells the story of Camille Cabral, Northeastern woman, transsexual, first Brazilian elected in France.",0.6,2019,calm,Documentary,0.0,16.0,0.0
Tendência,"Lucio is a family man who secretly experiences a crisis with himself related to his sexuality. Living years of agony, he decides to assume his true sexual condition for his family and friends.",1.353,2018,uplifting,Drama,0.0,33.0,0.0
"Julian sem A, sem O","A documentary that portrays the reality of a trans man, trying to portray him as a person, an artist and a human being. At the same time, the hard and true reality of the transition from the initial stage to the current stage, a documentary with a different aesthetic, showing the world transsexuality through the experience of a trans man.",0.603,2018,uplifting,Documentary,0.0,60.0,0.0
LGBTs no regime militar,,0.6,0,calm,"Documentary,History",,,
Quick Drag,"Two drag queens getting ready for a show are interrupted by a criminal, who is willing to do anything to evade the police.",0.6,2019,intense,Comedy,0.0,23.0,0.0
PD,"Thomas, a 17-year-old high school student, finds himself attracted to Esteban, another boy from his school. The rumor of Thomas's homosexuality is spreading fast, and he begins to suffer the gaze of others.",3.688,2019,dark,"Romance,Drama",0.0,33.0,0.0
Grapefruit,"A narrator, a friend, a meet cute, and the question of sentience are explored through an absurdist, fruitful romance.",0.6,2019,uplifting,"Comedy,Romance",0.0,19.0,0.0
Ni fille ni garçon,"At birth, every parent expects the famous announcement: “It’s a girl!” or “It’s a boy!”. And if, instead, the doctors declared :”We don’t know“? Through the history of Gabriel, Sophie, Justin and their families, we discover the taboo of intersexuality, formerly called”hermaphrodite”.",0.6,2016,uplifting,Documentary,1.0,42.0,2.0
De Maude à Justin,,0.6,2015,calm,Documentary,,,
どうにかなる日々,"Love is love. Someday, the pain of being in love will be an endearing memory. No matter who the feelings are towards, no matter what form it takes, all love and lifestyles have the same value. An omnibus anime tells the stories of “The wedding of an ex”, “a student and a teacher at an all-boys’ school” and “childhood friends whose bodies and hearts change with adolescence.”",2.685,2020,uplifting,"Animation,Drama,Romance",0.0,67.0,0.0
Easy,High school students Jonathan and David have each other. Who cares that it's not perfect? They got this.,0.6,2014,uplifting,Romance,1.0,18.0,0.0
Gli anni amari,"A drama film based on the life of Mario Mieli, a leading figure in the Italian gay movement of the 1970s.",1.04,2019,uplifting,Drama,0.0,21.0,0.0
Hala,"After the death of his parents, a gay man comes back to his village to live in his small world of happiness, dreams, sadness and loneliness.",0.6,2014,dark,Documentary,0.0,26.0,0.0
A Night with Noorjehan,A human connection is made between a child on the street and a transgender sex worker through the magic of cinema.,0.6,2019,uplifting,Drama,0.0,21.0,0.0
La jupe d'Adam,A lot of fuss ensues over what a four-year-old kid wants to wear to school.,0.6,2019,uplifting,Comedy,0.0,15.0,0.0
Ma dame au camélia,"An actor faces a tough audition, and a difficult challenge in proving that the part should be theirs.",0.6,2019,intense,Comedy,0.0,18.0,0.0
Max and Their They-by: Raising My Baby Gender-Neutral,"Max is gender non-conforming and gives birth to River, who they are raising gender-neutral until River can express their own identity.",0.6,2018,intense,Documentary,0.0,21.0,0.0
Sentiments distingués,"Elena and Arturo are a couple fully in love until one day, one of their friends sows seeds of doubts in their minds. Philippe reveals to Elena that Arturo is tired of their relationship. He no longer loves her but doesn’t have the guts to tell her. But all is fair in love and war! Elena will organize their breakup herself. Hurt, she hires a young ""straight"" actor, Bastien, to seduce her ex-lover and make him suffer. Elena believes she will be less humiliated if Arturo would accept his ""gay predilection"" and fall in love with a man instead of a woman. But the heart has reasons that reasoning doesn’t know",0.607,2019,uplifting,Comedy,0.0,111.0,1.0
囀る鳥は羽ばたかない The clouds gather,"The sexually masochistic yakuza boss, Yashiro, isn't the type to warm up to others easily. But when Chikara Doumeki, his newly hired bodyguard, catches his interest, he reconsiders his ""hands-off"" policy with subordinates. As Yashiro's invitations fail, the yakuza boss finds out his bodyguard has a very personal reason for staying at arm's length.",4.897,2020,uplifting,"Animation,Drama",0.0,54.0,0.0
Lucky Fares,"One of the Three Kings and Santa Claus spend Christmas in jail, talking about what their future will be like in a world like this.",0.6,2014,intense,Drama,0.0,25.0,0.0
Una pared,"Tommy (20), works as a builder in the house of Saulo (50), a composer. Tommy feels attracted to Saulo and seeks any pretext to get close to him. Nevertheless, there is no contact between the two men beyond the exchange of sounds, words and glances. One morning, Tommy arrives at the house and and finds Saulo dead. Tommy agrees to dress the corpse in order to touch the body at least this once.",0.6,2014,uplifting,Drama,0.0,73.0,0.0
MILFs Love MILFs,"There is No Substitute for Experience  Former lovers Bridgette and Robbin are finally getting together after years apart. They reminisce about old times and then Bridgette leans in for a kiss. Is Robbin going to still feel the same way?  Katie goes to pickup her daughter at a friends house after they went to a concert together. When Diamond tells her that her husband is stuck in traffic with the girls, she suggests a fun way to keep themselves entertained.  Isabelle and her wife Britney consider themselves to be freaks in the bedroom. Britney likes to play with Isabelle while she's sleeping but how much can she do without waking her up?  Serene and Katy are cousins that used to spend the summers together when they were young but haven't seen much of each other lately. When Katy arrives she reminds Serene of that one summer they experimented with each other and she wants to experiment some more.",0.6,2019,uplifting,Romance,2.0,158.0,0.0
Twisted Passions 27,In the back alleys of Downtown Thornhill lies the seedy establishment Lamoyne Hotel. Where sexually starved women come to fulfill their lesbian fantasies!,0.6,2019,dark,Romance,0.0,23.0,1.0
Memorias reveladas,"Over the course of 10 months, a camera travels to Buenos Aires, Argentina and Hanover, Germany to meet with Magalí, María Belén, Ivana and Carla, the founding members of the Archivo De La Memoria Trans Argentina, the first existing Trans Archive in the world.  Taking the shape of a photo-novel, the documentary not only recounts the founding members lives as trans women under the Argentine dictatorship (1976-1983), the AIDS epidemy, state repression and mass assassinations but also years of fighting for their rights, sorority and the exaltation of life and laughter in times of death.  Filming each one of them is filming them embracing their new role as curators, archivists and historians while a collection of 7,000 photos goes through the filter of their memories.",0.6,2019,dark,Documentary,0.0,125.0,0.0
프라그마,"Yoo-Hee and Joo-Yeon fell in love in high school, but their school’s persecution of gays tore them apart. When meet again years later, sparks fly.",0.6,2018,uplifting,"Drama,Romance",0.0,25.0,0.0
Reflection,"Tara is a single mother, harried, overworked, and worried about her 8-year-old boy and his growing love for make-up and dresses. She struggles to find a balance for her and her son, but slowly unravels her true feelings towards her gender non-conforming child.",0.6,2014,uplifting,Drama,0.0,43.0,0.0
Run Rabbit Run,Art student Paul Moon descends into the darkness of crystal meth with the help of his new-found dealer-philosopher Jay King.,0.6,2012,intense,Drama,0.0,20.0,0.0
What the Eyes Can't See,"Four Spanish-language shorts about the importance and complexity of people's perception from award winning directors. Stories of identity, misconceptions, regrets, dreams and love are told in this diverse collection. Includes: Tenants [Inquilinos] (2018); My Brother [Mi hermano] (2015); Guillermo on the Roof [Guillermo en el tejado] (2018); You Are Not a Woman [Usted no es mujer] (2018).",0.741,2019,uplifting,"Drama,Romance,Documentary",0.0,57.0,0.0
Meatoo,"A naive actor auditions for a film which could launch his career. The things he's asked to do make him more and more uncomfortable, until a choice remark from the director makes him see red.",0.6,2019,uplifting,Drama,0.0,35.0,0.0
Hvězda jménem Sonja,"The rise and fall of the biggest star of travesty show in Prague in the nineties. The film tells the story of a man with shocking sincerity and openness in confession of two different personalities, woman and man living in one body.",0.6,2014,uplifting,Documentary,0.0,42.0,0.0
Zack & Luc,"A split-screen film telling two versions of the entire story of a relationship. Each memory becomes intertwined with all the others: the firsts, the lasts, the middles, each of the small nothing moments that add up to something in the end.",0.6,2014,dark,"Drama,Romance",0.0,41.0,0.0
À la carte,Brian has had an ongoing DILF fantasy since he was old enough to think about it; finally capitalizing on the opportunity he is stunned to realize that what he actually wants is a whole lot more.,0.6,2013,calm,Comedy,0.0,36.0,0.0
Welcome to Chechnya,This searing investigative work shadows a group of activists risking unimaginable peril to confront the ongoing anti-LGBTQ program raging in the repressive and closed Russian republic. Unfettered access and a remarkable approach to protecting anonymity exposes this under-reported atrocity–and an extraordinary group of people confronting evil.,5.637,2020,dark,Documentary,0.0,46.0,0.0
Lesbian Office Romance,The sexual tension between these working women is about to explode! They're all hot under the collar and dripping at the thighs as they indulge in all their pent-up fantasies!,0.6,2017,intense,Romance,0.0,30.0,2.0
Te llevo conmigo,"An epic love story spanning decades is sparked by a chance encounter between two men in provincial Mexico. Based on a true story, ambition and societal pressure propel an aspiring chef to leave his soulmate and make the treacherous journey to New York, where life will never be the same.",8.227,2020,uplifting,Drama,0.0,50.0,0.0
Just Another Beautiful Family,"Just an ordinary suburban family- except that Dad's transgender, Mom's queer, and there are five kids in this minivan. This is one family’s true story of identity, trust, and transformation. Too many transgender kids wonder: Will I be loved? Will I get to have a family? Will it all be ok? Here's the answer: a love story about family, finding your true self, and becoming who you really are.",0.6,2019,uplifting,Documentary,3.0,69.0,0.0
Disclosure,"An investigation of how Hollywood's fabled stories have deeply influenced how Americans feel about transgender people, and how transgender people have been taught to feel about themselves.",8.244,2020,uplifting,Documentary,0.0,27.0,0.0
"Homothérapies, conversion forcée","In 2019, some still consider homosexuality as a disease that needs to be cured. Focusing on movements with roots in the United States, which draw on both religion and psychiatry to justify “conversion therapies,” an investigation into the devastating consequences of certain practices that seem to successfully avoid any control by European public authorities.",0.6,2019,dark,Documentary,0.0,54.0,0.0
Dirty,"Marco cuts class to spend the afternoon with his boyfriend, Graham. Things do not go as planned.",0.6,2020,calm,"Drama,Romance",0.0,17.0,0.0
不可抗力之男仆的秘密,"""The Secret of the Force Majesty"" is an online movie directed by Sun Chengzhi and starring Meng Rui and Wang Bowen.  The film is adapted from the novel of the same name by Lan Lin.  The film tells that the rich young master Xie Yan who went to the orphanage to find a playmate, Shu Nian.  The two grew up together, inseparable until Xie Yan was sent to study abroad.  When Xie Yan returned, he brought back a girlfriend, Jiang Yao.  Jiang Yao is possessive and deeply jealous of the relationship between Xie Yan and Shu Nian and tries everything in her power to separate the two.",0.6,0,uplifting,"Drama,Romance",0.0,107.0,0.0
Seduced by Mommy 8,"Moms have a comforting nature that makes you feel safe, while surreptitiously lowering your guard and inviting them into your warm wet pussy!",0.6,2014,uplifting,Romance,0.0,23.0,1.0
美男高校地球防衛部LOVE! LOVE! LOVE!,"The older boys are graduating school and recount their memories together. The next day everyone defends the graduation ceremony against Zundar and Dadacha's Second-Button Monster, but Yumoto struggles using his love power.",1.232,2017,uplifting,"Animation,Music,Fantasy,Comedy",0.0,32.0,0.0
Fødselsdagen,"Life can be frustrating for a 14-year-old boy in Denmark, where the age of consent is 15.",0.6,2013,dark,Romance,0.0,17.0,0.0
Intervalle,"Morning. Two boys who share a room wake up, but see each other differently than before.",0.6,2013,uplifting,"Drama,Romance",0.0,16.0,0.0
Ayrık Otu,"After all his unhappy experiences Aytug come to the turning point of his life. Either he refuses the life which society offers for him and will end his life, or choose to live as he wants and stand out against society's norms of ideal gender role.",0.6,2019,intense,Drama,0.0,46.0,0.0
Mi amigo Jaime,"This short film tells the story of Dani, a young boy who shares a close friendship with his friend Jaime. Their relationship changes when Dani realizes he feels something more. Following these events, the lives of both experience an unexpected twist full of strong emotions.",0.6,2013,uplifting,"Drama,Romance",0.0,45.0,0.0
दोस्ताना 2,,0.6,0,calm,Comedy,,,
Kokon,"In the heat of a shimmering Berlin summer, Nora spends her days as a third wheel to her older sister Jule and her best friend Aylin. When Romy comes onto the scene, a friendship blossoms. Nora instantly falls for her, opening up a whole new world and unexpected summer of love.",3.029,2020,uplifting,"Drama,Romance",0.0,51.0,0.0
Women Seeking Women 172,Beautiful woman to woman sex which is sure to excite you!,0.6,2019,uplifting,Romance,0.0,11.0,1.0
Women Seeking Women 171,Beautiful woman to woman sex which is sure to excite you!,0.6,2019,uplifting,Romance,0.0,11.0,1.0
Deadly Screams of a Naked Siren,"A college news reporter sets out to interview the niece of the only living person to escape a gender-changing Siren, eleven years prior. As secrets and truths are exposed, it turns out the motives of both parties are shrouded in darkness.",1.634,2019,dark,"Thriller,Comedy",0.0,41.0,0.0
"Argentina, Me Desculpe","Argentina, Forgive Me",1.156,2015,calm,"Drama,Family,Crime,Romance",0.0,3.0,0.0
世界一初恋~プロポーズ編~,"When Ritsu Onodera changes jobs, looking for a fresh start, he's not exactly thrilled when his new boss turns out to be his old flame. Ritsu's determined to leave all that in the past—but how can he when his boss is just as determined that they have a future?  Tired of accusations that family connections got him his current position, Ritsu Onodera quits his job as an editor at his father's company and transfers to Marukawa Publishing. Once there, he is assigned to the shojo manga editorial department—something he has no interest in and no experience with! Having sworn he'd never fall in love again, the last thing he wants to do is work on love stories. To make matters worse, it turns out that his overbearing boss, Masamune Takano, is actually his first love from high school!",3.195,2020,uplifting,"Romance,Animation",1.0,138.0,2.0
The Commitment,An interracial gay couple adopting a newborn baby meets the pregnant Asian birthmother and receives a surprise that threatens their relationship.,1.578,2012,uplifting,Drama,0.0,21.0,0.0
Who Leads,One couple's new intense connection is questioned in the midst of the disintegration of another couple; who leads when four men come together?,0.6,2011,dark,"Drama,Romance",1.0,23.0,0.0
ミュージカル「少女革命ウテナ~白き薔薇のつぼみ~」,"The 2018 Revolutionary Girl Utena musical, marking the 20th anniversary of the series, ran from March 8-18th at CBGK! Theater in Shibuya, Tokyo.",0.881,2018,uplifting,"Action,Comedy,Drama,Fantasy,Music",0.0,23.0,1.0
Window,"A young man in suburbia develops a fascination with his neighbour. As he watches from his bedroom, a shared secret from their past slowly reconnects the two.",0.6,2016,uplifting,Drama,0.0,27.0,0.0
Blessure,"Marie and Steven appear to be a happy couple, but Steven's secret relationship with another man begins to threaten his idyllic home life.",0.6,2009,uplifting,Drama,0.0,23.0,0.0
Max,"Max and Antoine, two best friends, are having a drink together. Something will interfere with their night: Antoine tries to kiss Max, but Max pushes Antoine back. Max wants to make Antoine understand that he doesn't like men but Antoine thinks the contrary...",0.638,2019,intense,Drama,0.0,43.0,0.0
Ruben,"Desperately trying to come to terms with his sexuality, gay teenager Ruben finds his path to sexual acceptance complicated, as homophobic bullying brings him ever closer to the brink of suicide.",0.6,2012,dark,Drama,0.0,31.0,0.0
Tom Ballard: Is What He Is,"Tom is a gay. He is from Warrnambool. He is a comedian. In Is What He Is, Tom Ballard gives a candid account of coming to terms with his private bits in the 21st century. Tom's debut solo show is a hilarious hour of personal storytelling that will make you laugh, think, squirm and come to love your fellow human.",0.6,2011,uplifting,Comedy,0.0,60.0,0.0
